Puntuación natural,DC,SE,RD,CD,CL,VB,NL,MT,CM,BS,FI,RG,IN,AR,PC,Edad (meses)
5,6.0,6.0,4.0,6.0,1.0,3.0,6.0,5.0,4.0,3.0,5.0,1,4.0,5.0,6.0,84
6,6.0,7.0,5.0,6.0,1.0,3.0,6.0,6.0,5.0,4.0,5.0,1,5.0,6.0,6.0,84
7,6.0,8.0,6.0,6.0,1.0,3.0,7.0,6.0,5.0,4.0,6.0,1,6.0,6.0,7.0,84
8,6.0,8.0,6.0,7.0,1.0,4.0,8.0,7.0,6.0,5.0,6.0,2,7.0,6.0,8.0,84
9,6.0,9.0,7.0,8.0,2.0,4.0,8.0,8.0,7.0,5.0,6.0,2,8.0,6.0,9.0,84
10,7.0,9.0,8.0,9.0,2.0,4.0,9.0,9.0,8.0,5.0,6.0,2,9.0,7.0,10.0,84
11,8.0,10.0,9.0,9.0,2.0,5.0,9.0,10.0,8.0,6.0,6.0,2,10.0,8.0,11.0,84
12,8.0,11.0,10.0,10.0,2.0,5.0,10.0,11.0,9.0,6.0,7.0,3,11.0,9.0,12.0,84
13,9.0,11.0,11.0,11.0,3.0,6.0,11.0,11.0,10.0,6.0,8.0,3,12.0,10.0,13.0,84
14,9.0,12.0,12.0,12.0,3.0,6.0,12.0,12.0,11.0,7.0,8.0,3,13.0,11.0,14.0,84
15,9.0,12.0,13.0,12.0,3.0,7.0,12.0,12.0,11.0,7.0,9.0,3,14.0,12.0,15.0,84
16,9.0,12.0,14.0,13.0,4.0,8.0,13.0,13.0,12.0,8.0,9.0,4,15.0,12.0,16.0,84
17,10.0,13.0,15.0,14.0,4.0,8.0,14.0,14.0,12.0,8.0,10.0,4,16.0,13.0,17.0,84
18,10.0,14.0,16.0,14.0,4.0,9.0,15.0,15.0,12.0,9.0,11.0,4,17.0,13.0,18.0,84
19,11.0,14.0,17.0,15.0,4.0,9.0,16.0,16.0,12.0,9.0,11.0,4,18.0,14.0,19.0,84
20,11.0,15.0,18.0,16.0,4.0,10.0,17.0,17.0,13.0,9.0,12.0,5,19.0,14.0,19.0,84
21,11.0,15.0,19.0,17.0,5.0,11.0,18.0,18.0,14.0,10.0,13.0,5,19.0,15.0,19.0,84
22,11.0,16.0,19.0,18.0,5.0,11.0,19.0,18.0,15.0,10.0,14.0,5,19.0,16.0,19.0,84
23,12.0,16.0,19.0,19.0,5.0,12.0,19.0,18.0,16.0,11.0,15.0,5,19.0,18.0,19.0,84
24,12.0,17.0,19.0,19.0,5.0,12.0,19.0,18.0,17.0,11.0,16.0,5,19.0,19.0,19.0,84
25,12.0,17.0,19.0,19.0,5.0,12.0,19.0,18.0,18.0,11.0,17.0,5,19.0,19.0,,84
26,13.0,18.0,19.0,19.0,6.0,12.0,19.0,19.0,19.0,12.0,17.0,6,19.0,19.0,,84
27,13.0,18.0,19.0,19.0,6.0,13.0,19.0,19.0,19.0,12.0,18.0,6,19.0,19.0,,84
28,14.0,19.0,19.0,19.0,6.0,14.0,19.0,19.0,19.0,12.0,18.0,6,19.0,19.0,,84
29,14.0,19.0,19.0,,6.0,14.0,19.0,19.0,19.0,13.0,18.0,6,19.0,19.0,,84
30,15.0,19.0,19.0,,6.0,15.0,19.0,19.0,19.0,13.0,19.0,6,19.0,19.0,,84
31,15.0,19.0,19.0,,6.0,15.0,,19.0,19.0,13.0,19.0,6,19.0,19.0,,84
32,15.0,19.0,19.0,,7.0,15.0,,19.0,19.0,14.0,19.0,6,19.0,19.0,,84
33,16.0,19.0,,,7.0,16.0,,19.0,19.0,14.0,19.0,6,19.0,19.0,,84
34,16.0,19.0,,,8.0,16.0,,19.0,19.0,15.0,19.0,6,,19.0,,84
35,16.0,19.0,,,8.0,17.0,,19.0,19.0,15.0,19.0,6,,,,84
36,16.0,19.0,,,8.0,17.0,,,19.0,16.0,19.0,6,,,,84
37,16.0,19.0,,,9.0,17.0,,,19.0,16.0,19.0,6,,,,84
38,16.0,19.0,,,9.0,18.0,,,19.0,17.0,19.0,7,,,,84
39,17.0,19.0,,,9.0,18.0,,,19.0,17.0,,7,,,,84
40,17.0,19.0,,,10.0,19.0,,,19.0,18.0,,7,,,,84
41,17.0,19.0,,,10.0,19.0,,,19.0,18.0,,8,,,,84
42,17.0,19.0,,,10.0,19.0,,,19.0,19.0,,8,,,,84
43,18.0,19.0,,,10.0,19.0,,,,19.0,,8,,,,84
44,18.0,19.0,,,10.0,19.0,,,,19.0,,8,,,,84
45,18.0,,,,11.0,19.0,,,,19.0,,8,,,,84
46,18.0,,,,11.0,19.0,,,,,,9,,,,84
47,18.0,,,,11.0,19.0,,,,,,9,,,,84
48,18.0,,,,11.0,19.0,,,,,,9,,,,84
49,18.0,,,,11.0,19.0,,,,,,9,,,,84
50,18.0,,,,12.0,19.0,,,,,,9,,,,84
51,18.0,,,,12.0,19.0,,,,,,10,,,,84
52,18.0,,,,12.0,19.0,,,,,,10,,,,84
53,18.0,,,,12.0,19.0,,,,,,10,,,,84
54,18.0,,,,12.0,19.0,,,,,,10,,,,84
55,18.0,,,,13.0,19.0,,,,,,10,,,,84
56,19.0,,,,14.0,19.0,,,,,,10,,,,84
57,19.0,,,,14.0,19.0,,,,,,11,,,,84
58,19.0,,,,15.0,19.0,,,,,,11,,,,84
59,19.0,,,,15.0,19.0,,,,,,11,,,,84
60,19.0,,,,16.0,19.0,,,,,,11,,,,84
61,19.0,,,,16.0,19.0,,,,,,11,,,,84
62,19.0,,,,17.0,19.0,,,,,,12,,,,84
63,19.0,,,,17.0,19.0,,,,,,12,,,,84
64,19.0,,,,18.0,19.0,,,,,,12,,,,84
65,19.0,,,,19.0,19.0,,,,,,12,,,,84
66,19.0,,,,,19.0,,,,,,12,,,,84
67,19.0,,,,,19.0,,,,,,12,,,,84
68,19.0,,,,,19.0,,,,,,12,,,,84
69,,,,,,,,,,,,12,,,,84
70,,,,,,,,,,,,12,,,,84
71,,,,,,,,,,,,12,,,,84
72,,,,,,,,,,,,12,,,,84
73,,,,,,,,,,,,13,,,,84
74,,,,,,,,,,,,13,,,,84
75,,,,,,,,,,,,14,,,,84
76,,,,,,,,,,,,14,,,,84
77,,,,,,,,,,,,14,,,,84
78,,,,,,,,,,,,14,,,,84
79,,,,,,,,,,,,14,,,,84
80,,,,,,,,,,,,14,,,,84
81,,,,,,,,,,,,15,,,,84
82,,,,,,,,,,,,15,,,,84
83,,,,,,,,,,,,15,,,,84
84,,,,,,,,,,,,15,,,,84
85,,,,,,,,,,,,15,,,,84
86,,,,,,,,,,,,15,,,,84
87,,,,,,,,,,,,16,,,,84
88,,,,,,,,,,,,16,,,,84
89,,,,,,,,,,,,17,,,,84
90,,,,,,,,,,,,18,,,,84
91,,,,,,,,,,,,18,,,,84
92,,,,,,,,,,,,18,,,,84
93,,,,,,,,,,,,18,,,,84
94,,,,,,,,,,,,18,,,,84
95,,,,,,,,,,,,18,,,,84
96,,,,,,,,,,,,18,,,,84
97,,,,,,,,,,,,18,,,,84
98,,,,,,,,,,,,18,,,,84
99,,,,,,,,,,,,18,,,,84
100,,,,,,,,,,,,19,,,,84
101,,,,,,,,,,,,19,,,,84
102,,,,,,,,,,,,19,,,,84
103,,,,,,,,,,,,19,,,,84
104,,,,,,,,,,,,19,,,,84
105,,,,,,,,,,,,19,,,,84
106,,,,,,,,,,,,19,,,,84
107,,,,,,,,,,,,19,,,,84
108,,,,,,,,,,,,19,,,,84
109,,,,,,,,,,,,19,,,,84
110,,,,,,,,,,,,19,,,,84
111,,,,,,,,,,,,19,,,,84
112,,,,,,,,,,,,19,,,,84
113,,,,,,,,,,,,19,,,,84
114,,,,,,,,,,,,19,,,,84
115,,,,,,,,,,,,19,,,,84
116,,,,,,,,,,,,19,,,,84
117,,,,,,,,,,,,19,,,,84
118,,,,,,,,,,,,19,,,,84
119,,,,,,,,,,,,19,,,,84
120,,,,,,,,,,,,19,,,,84
121,,,,,,,,,,,,19,,,,84
122,,,,,,,,,,,,19,,,,84
123,,,,,,,,,,,,19,,,,84
124,,,,,,,,,,,,19,,,,84
125,,,,,,,,,,,,19,,,,84
126,,,,,,,,,,,,19,,,,84
127,,,,,,,,,,,,19,,,,84
128,,,,,,,,,,,,19,,,,84
129,,,,,,,,,,,,19,,,,84
130,,,,,,,,,,,,19,,,,84
131,,,,,,,,,,,,19,,,,84
132,,,,,,,,,,,,19,,,,84
133,,,,,,,,,,,,19,,,,84
134,,,,,,,,,,,,19,,,,84
135,,,,,,,,,,,,19,,,,84
136,,,,,,,,,,,,19,,,,84
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,88
1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,88
